"","season","week","half","even_wk","team","result","win","tie","loss"
"5407",2020,4,"first","even","Houston Texans",-8,0,0,1
"5408",2020,4,"first","even","Las Vegas Raiders",-7,0,0,1
"5409",2020,4,"first","even","Los Angeles Rams",8,1,0,0
"5410",2020,4,"first","even","Miami Dolphins",-8,0,0,1
"5411",2020,4,"first","even","San Francisco 49ers",-5,0,0,1
"5412",2020,4,"first","even","Tampa Bay Buccaneers",7,1,0,0
"5413",2020,4,"first","even","Washington Football Team",-14,0,0,1
"5414",2020,4,"first","even","Green Bay Packers",14,1,0,0
"5415",2020,4,"first","even","Kansas City Chiefs",16,1,0,0
"5416",2020,5,"first","odd","Chicago Bears",1,1,0,0
"5417",2020,5,"first","odd","Atlanta Falcons",-7,0,0,1
"5418",2020,5,"first","odd","Baltimore Ravens",24,1,0,0
"5419",2020,5,"first","odd","Cleveland Browns",9,1,0,0
"5420",2020,5,"first","odd","Dallas Cowboys",3,1,0,0
"5421",2020,5,"first","odd","Houston Texans",16,1,0,0
"5422",2020,5,"first","odd","Kansas City Chiefs",-8,0,0,1
"5423",2020,5,"first","odd","New York Jets",-20,0,0,1
"5424",2020,5,"first","odd","Pittsburgh Steelers",9,1,0,0
"5425",2020,5,"first","odd","San Francisco 49ers",-26,0,0,1
"5426",2020,5,"first","odd","Seattle Seahawks",1,1,0,0
"5427",2020,5,"first","odd","Washington Football Team",-20,0,0,1
"5428",2020,5,"first","odd","New Orleans Saints",3,1,0,0
"5429",2020,5,"first","odd","Tennessee Titans",26,1,0,0
"5430",2020,6,"first","even","Carolina Panthers",-7,0,0,1
"5431",2020,6,"first","even","Indianapolis Colts",4,1,0,0
"5432",2020,6,"first","even","Jacksonville Jaguars",-18,0,0,1
"5433",2020,6,"first","even","Miami Dolphins",24,1,0,0
"5434",2020,6,"first","even","Minnesota Vikings",-17,0,0,1
"5435",2020,6,"first","even","New England Patriots",-6,0,0,1
"5436",2020,6,"first","even","New York Giants",1,1,0,0
"5437",2020,6,"first","even","Philadelphia Eagles",-2,0,0,1
"5438",2020,6,"first","even","Pittsburgh Steelers",31,1,0,0
"5439",2020,6,"first","even","San Francisco 49ers",8,1,0,0
"5440",2020,6,"first","even","Tampa Bay Buccaneers",28,1,0,0
"5441",2020,6,"first","even","Tennessee Titans",6,1,0,0
"5442",2020,6,"first","even","Buffalo Bills",-9,0,0,1
"5443",2020,6,"first","even","Dallas Cowboys",-28,0,0,1
"5444",2020,7,"first","odd","Philadelphia Eagles",1,1,0,0
"5445",2020,7,"first","odd","Arizona Cardinals",3,1,0,0
"5446",2020,7,"first","odd","Atlanta Falcons",-1,0,0,1
"5447",2020,7,"first","odd","Cincinnati Bengals",-3,0,0,1
"5448",2020,7,"first","odd","Denver Broncos",-27,0,0,1
"5449",2020,7,"first","odd","Houston Texans",-15,0,0,1
"5450",2020,7,"first","odd","Las Vegas Raiders",-25,0,0,1
"5451",2020,7,"first","odd","Los Angeles Chargers",10,1,0,0
"5452",2020,7,"first","odd","New England Patriots",-27,0,0,1
"5453",2020,7,"first","odd","New Orleans Saints",3,1,0,0
"5454",2020,7,"first","odd","New York Jets",-8,0,0,1
"5455",2020,7,"first","odd","Tennessee Titans",-3,0,0,1
"5456",2020,7,"first","odd","Washington Football Team",22,1,0,0
"5457",2020,7,"first","odd","Los Angeles Rams",14,1,0,0
"5458",2020,8,"first","even","Carolina Panthers",-8,0,0,1
"5459",2020,8,"first","even","Baltimore Ravens",-4,0,0,1
"5460",2020,8,"first","even","Buffalo Bills",3,1,0,0
"5461",2020,8,"first","even","Chicago Bears",-3,0,0,1
"5462",2020,8,"first","even","Cincinnati Bengals",11,1,0,0
"5463",2020,8,"first","even","Cleveland Browns",-10,0,0,1
"5464",2020,8,"first","even","Denver Broncos",1,1,0,0
"5465",2020,8,"first","even","Detroit Lions",-20,0,0,1
"5466",2020,8,"first","even","Green Bay Packers",-6,0,0,1
"5467",2020,8,"first","even","Kansas City Chiefs",26,1,0,0
"5468",2020,8,"first","even","Miami Dolphins",11,1,0,0
"5469",2020,8,"first","even","Philadelphia Eagles",14,1,0,0
"5470",2020,8,"first","even","Seattle Seahawks",10,1,0,0
"5471",2020,8,"first","even","New York Giants",-2,0,0,1
"5472",2020,9,"first","odd","San Francisco 49ers",-17,0,0,1
"5473",2020,9,"first","odd","Arizona Cardinals",-3,0,0,1
"5474",2020,9,"first","odd","Atlanta Falcons",7,1,0,0
"5475",2020,9,"first","odd","Buffalo Bills",10,1,0,0
"5476",2020,9,"first","odd","Dallas Cowboys",-5,0,0,1
"5477",2020,9,"first","odd","Indianapolis Colts",-14,0,0,1
"5478",2020,9,"first","odd","Jacksonville Jaguars",-2,0,0,1
"5479",2020,9,"first","odd","Kansas City Chiefs",2,1,0,0
"5480",2020,9,"first","odd","Los Angeles Chargers",-5,0,0,1
"5481",2020,9,"first","odd","Minnesota Vikings",14,1,0,0
"5482",2020,9,"first","odd","Tampa Bay Buccaneers",-35,0,0,1
"5483",2020,9,"first","odd","Tennessee Titans",7,1,0,0
"5484",2020,9,"first","odd","Washington Football Team",-3,0,0,1
"5485",2020,9,"first","odd","New York Jets",-3,0,0,1
"5486",2020,10,"second","even","Tennessee Titans",-17,0,0,1
"5487",2020,10,"second","even","Arizona Cardinals",2,1,0,0
"5488",2020,10,"second","even","Carolina Panthers",-23,0,0,1
"5489",2020,10,"second","even","Cleveland Browns",3,1,0,0
"5490",2020,10,"second","even","Detroit Lions",3,1,0,0
"5491",2020,10,"second","even","Green Bay Packers",4,1,0,0
"5492",2020,10,"second","even","Las Vegas Raiders",25,1,0,0
"5493",2020,10,"second","even","Los Angeles Rams",7,1,0,0
"5494",2020,10,"second","even","Miami Dolphins",8,1,0,0
"5495",2020,10,"second","even","New England Patriots",6,1,0,0
"5496",2020,10,"second","even","New Orleans Saints",14,1,0,0
"5497",2020,10,"second","even","New York Giants",10,1,0,0
"5498",2020,10,"second","even","Pittsburgh Steelers",26,1,0,0
"5499",2020,10,"second","even","Chicago Bears",-6,0,0,1
"5500",2020,11,"second","odd","Seattle Seahawks",7,1,0,0
"5501",2020,11,"second","odd","Baltimore Ravens",-6,0,0,1
"5502",2020,11,"second","odd","Carolina Panthers",20,1,0,0
"5503",2020,11,"second","odd","Cleveland Browns",5,1,0,0
"5504",2020,11,"second","odd","Denver Broncos",7,1,0,0
"5505",2020,11,"second","odd","Houston Texans",7,1,0,0
"5506",2020,11,"second","odd","Indianapolis Colts",3,1,0,0
"5507",2020,11,"second","odd","Jacksonville Jaguars",-24,0,0,1
"5508",2020,11,"second","odd","Las Vegas Raiders",-4,0,0,1
"5509",2020,11,"second","odd","Los Angeles Chargers",6,1,0,0
"5510",2020,11,"second","odd","Minnesota Vikings",-3,0,0,1
"5511",2020,11,"second","odd","New Orleans Saints",15,1,0,0
"5512",2020,11,"second","odd","Washington Football Team",11,1,0,0
"5513",2020,11,"second","odd","Tampa Bay Buccaneers",-3,0,0,1
"5514",2020,12,"second","even","Dallas Cowboys",-25,0,0,1
"5515",2020,12,"second","even","Detroit Lions",-16,0,0,1
"5516",2020,12,"second","even","Atlanta Falcons",37,1,0,0
"5517",2020,12,"second","even","Buffalo Bills",10,1,0,0
"5518",2020,12,"second","even","Cincinnati Bengals",-2,0,0,1
"5519",2020,12,"second","even","Denver Broncos",-28,0,0,1
"5520",2020,12,"second","even","Green Bay Packers",16,1,0,0
"5521",2020,12,"second","even","Indianapolis Colts",-19,0,0,1
"5522",2020,12,"second","even","Jacksonville Jaguars",-2,0,0,1
"5523",2020,12,"second","even","Los Angeles Rams",-3,0,0,1
"5524",2020,12,"second","even","Minnesota Vikings",1,1,0,0
"5525",2020,12,"second","even","New England Patriots",3,1,0,0
"5526",2020,12,"second","even","New York Jets",-17,0,0,1
"5527",2020,12,"second","even","Tampa Bay Buccaneers",-3,0,0,1
"5528",2020,12,"second","even","Philadelphia Eagles",-6,0,0,1
"5529",2020,12,"second","even","Pittsburgh Steelers",5,1,0,0
"5530",2020,13,"second","odd","Arizona Cardinals",-10,0,0,1
"5531",2020,13,"second","odd","Atlanta Falcons",-5,0,0,1
"5532",2020,13,"second","odd","Chicago Bears",-4,0,0,1
"5533",2020,13,"second","odd","Green Bay Packers",14,1,0,0
"5534",2020,13,"second","odd","Houston Texans",-6,0,0,1
"5535",2020,13,"second","odd","Kansas City Chiefs",6,1,0,0
"5536",2020,13,"second","odd","Los Angeles Chargers",-45,0,0,1
"5537",2020,13,"second","odd","Miami Dolphins",12,1,0,0
"5538",2020,13,"second","odd","Minnesota Vikings",3,1,0,0
"5539",2020,13,"second","odd","New York Jets",-3,0,0,1
"5540",2020,13,"second","odd","Seattle Seahawks",-5,0,0,1
"5541",2020,13,"second","odd","Tennessee Titans",-6,0,0,1
"5542",2020,13,"second","odd","Pittsburgh Steelers",-6,0,0,1
"5543",2020,13,"second","odd","San Francisco 49ers",-10,0,0,1
"5544",2020,13,"second","odd","Baltimore Ravens",17,1,0,0
"5545",2020,14,"second","even","Los Angeles Rams",21,1,0,0
"5546",2020,14,"second","even","Buffalo Bills",11,1,0,0
"5547",2020,14,"second","even","Carolina Panthers",-5,0,0,1
"5548",2020,14,"second","even","Chicago Bears",29,1,0,0
"5549",2020,14,"second","even","Cincinnati Bengals",-23,0,0,1
"5550",2020,14,"second","even","Detroit Lions",-7,0,0,1
"5551",2020,14,"second","even","Jacksonville Jaguars",-21,0,0,1
"5552",2020,14,"second","even","Las Vegas Raiders",-17,0,0,1
"5553",2020,14,"second","even","Los Angeles Chargers",3,1,0,0
"5554",2020,14,"second","even","Miami Dolphins",-6,0,0,1
"5555",2020,14,"second","even","New York Giants",-19,0,0,1
"5556",2020,14,"second","even","Philadelphia Eagles",3,1,0,0
"5557",2020,14,"second","even","San Francisco 49ers",-8,0,0,1
"5558",2020,14,"second","even","Seattle Seahawks",37,1,0,0
"5559",2020,14,"second","even","Tampa Bay Buccaneers",12,1,0,0
"5560",2020,14,"second","even","Cleveland Browns",-5,0,0,1
"5561",2020,15,"second","odd","Las Vegas Raiders",-3,0,0,1
"5562",2020,15,"second","odd","Denver Broncos",-29,0,0,1
"5563",2020,15,"second","odd","Green Bay Packers",8,1,0,0
"5564",2020,15,"second","odd","Arizona Cardinals",7,1,0,0
"5565",2020,15,"second","odd","Atlanta Falcons",-4,0,0,1
"5566",2020,15,"second","odd","Baltimore Ravens",26,1,0,0
"5567",2020,15,"second","odd","Dallas Cowboys",8,1,0,0
"5568",2020,15,"second","odd","Indianapolis Colts",7,1,0,0
"5569",2020,15,"second","odd","Los Angeles Rams",-3,0,0,1
"5570",2020,15,"second","odd","Miami Dolphins",10,1,0,0
"5571",2020,15,"second","odd","Minnesota Vikings",-6,0,0,1
"5572",2020,15,"second","odd","New Orleans Saints",-3,0,0,1
"5573",2020,15,"second","odd","New York Giants",-14,0,0,1
"5574",2020,15,"second","odd","Tennessee Titans",21,1,0,0
"5575",2020,15,"second","odd","Washington Football Team",-5,0,0,1
"5576",2020,15,"second","odd","Cincinnati Bengals",10,1,0,0
"5577",2020,16,"second","even","New Orleans Saints",19,1,0,0
"5578",2020,16,"second","even","Arizona Cardinals",-8,0,0,1
"5579",2020,16,"second","even","Detroit Lions",-40,0,0,1
"5580",2020,16,"second","even","Las Vegas Raiders",-1,0,0,1
"5581",2020,16,"second","even","Baltimore Ravens",14,1,0,0
"5582",2020,16,"second","even","Dallas Cowboys",20,1,0,0
"5583",2020,16,"second","even","Green Bay Packers",26,1,0,0
"5584",2020,16,"second","even","Houston Texans",-6,0,0,1
"5585",2020,16,"second","even","Jacksonville Jaguars",-24,0,0,1
"5586",2020,16,"second","even","Kansas City Chiefs",3,1,0,0
"5587",2020,16,"second","even","Los Angeles Chargers",3,1,0,0
"5588",2020,16,"second","even","New York Jets",7,1,0,0
"5589",2020,16,"second","even","Pittsburgh Steelers",4,1,0,0
"5590",2020,16,"second","even","Seattle Seahawks",11,1,0,0
"5591",2020,16,"second","even","Washington Football Team",-7,0,0,1
"5592",2020,16,"second","even","New England Patriots",-29,0,0,1
"5593",2020,17,"second","odd","Buffalo Bills",30,1,0,0
"5594",2020,17,"second","odd","Carolina Panthers",-26,0,0,1
"5595",2020,17,"second","odd","Chicago Bears",-19,0,0,1
"5596",2020,17,"second","odd","Cincinnati Bengals",-35,0,0,1
"5597",2020,17,"second","odd","Cleveland Browns",2,1,0,0
"5598",2020,17,"second","odd","Denver Broncos",-1,0,0,1
"5599",2020,17,"second","odd","Detroit Lions",-2,0,0,1
"5600",2020,17,"second","odd","Houston Texans",-3,0,0,1
"5601",2020,17,"second","odd","Indianapolis Colts",14,1,0,0
"5602",2020,17,"second","odd","Kansas City Chiefs",-17,0,0,1
"5603",2020,17,"second","odd","Los Angeles Rams",11,1,0,0
"5604",2020,17,"second","odd","New England Patriots",14,1,0,0
"5605",2020,17,"second","odd","New York Giants",4,1,0,0
"5606",2020,17,"second","odd","Philadelphia Eagles",-6,0,0,1
"5607",2020,17,"second","odd","San Francisco 49ers",-3,0,0,1
"5608",2020,17,"second","odd","Tampa Bay Buccaneers",17,1,0,0
"5609",2021,1,"first","odd","Tampa Bay Buccaneers",2,1,0,0
"5610",2021,1,"first","odd","Atlanta Falcons",-26,0,0,1
"5611",2021,1,"first","odd","Buffalo Bills",-7,0,0,1
"5612",2021,1,"first","odd","Carolina Panthers",5,1,0,0
"5613",2021,1,"first","odd","Cincinnati Bengals",3,1,0,0
"5614",2021,1,"first","odd","Detroit Lions",-8,0,0,1
"5615",2021,1,"first","odd","Houston Texans",16,1,0,0
"5616",2021,1,"first","odd","Indianapolis Colts",-12,0,0,1
"5617",2021,1,"first","odd","Kansas City Chiefs",4,1,0,0
"5618",2021,1,"first","odd","Los Angeles Rams",20,1,0,0
"5619",2021,1,"first","odd","New England Patriots",-1,0,0,1
"5620",2021,1,"first","odd","New Orleans Saints",35,1,0,0
"5621",2021,1,"first","odd","New York Giants",-14,0,0,1
"5622",2021,1,"first","odd","Tennessee Titans",-25,0,0,1
"5623",2021,1,"first","odd","Washington Football Team",-4,0,0,1
"5624",2021,1,"first","odd","Las Vegas Raiders",6,1,0,0
"5625",2021,2,"first","even","Washington Football Team",1,1,0,0
"5626",2021,2,"first","even","Arizona Cardinals",1,1,0,0
"5627",2021,2,"first","even","Baltimore Ravens",1,1,0,0
"5628",2021,2,"first","even","Carolina Panthers",19,1,0,0
"5629",2021,2,"first","even","Chicago Bears",3,1,0,0
"5630",2021,2,"first","even","Cleveland Browns",10,1,0,0
"5631",2021,2,"first","even","Indianapolis Colts",-3,0,0,1
"5632",2021,2,"first","even","Jacksonville Jaguars",-10,0,0,1
"5633",2021,2,"first","even","Los Angeles Chargers",-3,0,0,1
"5634",2021,2,"first","even","Miami Dolphins",-35,0,0,1
"5635",2021,2,"first","even","New York Jets",-19,0,0,1
"5636",2021,2,"first","even","Philadelphia Eagles",-6,0,0,1
"5637",2021,2,"first","even","Pittsburgh Steelers",-9,0,0,1
"5638",2021,2,"first","even","Seattle Seahawks",-3,0,0,1
"5639",2021,2,"first","even","Tampa Bay Buccaneers",23,1,0,0
"5640",2021,2,"first","even","Green Bay Packers",18,1,0,0
"5641",2021,3,"first","odd","Houston Texans",-15,0,0,1
"5642",2021,3,"first","odd","Buffalo Bills",22,1,0,0
"5643",2021,3,"first","odd","Cleveland Browns",20,1,0,0
"5644",2021,3,"first","odd","Denver Broncos",26,1,0,0
"5645",2021,3,"first","odd","Detroit Lions",-2,0,0,1
"5646",2021,3,"first","odd","Jacksonville Jaguars",-12,0,0,1
"5647",2021,3,"first","odd","Kansas City Chiefs",-6,0,0,1
"5648",2021,3,"first","odd","Las Vegas Raiders",3,1,0,0
"5649",2021,3,"first","odd","Los Angeles Rams",10,1,0,0
"5650",2021,3,"first","odd","Minnesota Vikings",13,1,0,0
"5651",2021,3,"first","odd","New England Patriots",-15,0,0,1
"5652",2021,3,"first","odd","New York Giants",-3,0,0,1
"5653",2021,3,"first","odd","Pittsburgh Steelers",-14,0,0,1
"5654",2021,3,"first","odd","San Francisco 49ers",-2,0,0,1
"5655",2021,3,"first","odd","Tennessee Titans",9,1,0,0
"5656",2021,3,"first","odd","Dallas Cowboys",20,1,0,0
"5657",2021,4,"first","even","Cincinnati Bengals",3,1,0,0
"5658",2021,4,"first","even","Atlanta Falcons",-4,0,0,1
"5659",2021,4,"first","even","Buffalo Bills",40,1,0,0
"5660",2021,4,"first","even","Chicago Bears",10,1,0,0
"5661",2021,4,"first","even","Dallas Cowboys",8,1,0,0
"5662",2021,4,"first","even","Denver Broncos",-16,0,0,1
"5663",2021,4,"first","even","Green Bay Packers",10,1,0,0
"5664",2021,4,"first","even","Los Angeles Rams",-17,0,0,1
"5665",2021,4,"first","even","Miami Dolphins",-10,0,0,1
"5666",2021,4,"first","even","Minnesota Vikings",-7,0,0,1
"5667",2021,4,"first","even","New England Patriots",-2,0,0,1
"5668",2021,4,"first","even","New Orleans Saints",-6,0,0,1
"5669",2021,4,"first","even","New York Jets",3,1,0,0
"5670",2021,4,"first","even","Philadelphia Eagles",-12,0,0,1
"5671",2021,4,"first","even","San Francisco 49ers",-7,0,0,1
"5672",2021,4,"first","even","Los Angeles Chargers",14,1,0,0
"5673",2021,5,"first","odd","Seattle Seahawks",-9,0,0,1
"5674",2021,5,"first","odd","Arizona Cardinals",7,1,0,0
"5675",2021,5,"first","odd","Atlanta Falcons",7,1,0,0
"5676",2021,5,"first","odd","Carolina Panthers",-3,0,0,1
"5677",2021,5,"first","odd","Cincinnati Bengals",-3,0,0,1
"5678",2021,5,"first","odd","Dallas Cowboys",24,1,0,0
"5679",2021,5,"first","odd","Houston Texans",-3,0,0,1
"5680",2021,5,"first","odd","Jacksonville Jaguars",-18,0,0,1
"5681",2021,5,"first","odd","Kansas City Chiefs",-18,0,0,1
"5682",2021,5,"first","odd","Las Vegas Raiders",-11,0,0,1
"5683",2021,5,"first","odd","Los Angeles Chargers",5,1,0,0
"5684",2021,5,"first","odd","Minnesota Vikings",2,1,0,0
"5685",2021,5,"first","odd","Pittsburgh Steelers",8,1,0,0
"5686",2021,5,"first","odd","Tampa Bay Buccaneers",28,1,0,0
"5687",2021,5,"first","odd","Washington Football Team",-11,0,0,1
"5688",2021,5,"first","odd","Baltimore Ravens",6,1,0,0
"5689",2021,6,"first","even","Philadelphia Eagles",-6,0,0,1
"5690",2021,6,"first","even","Baltimore Ravens",28,1,0,0
"5691",2021,6,"first","even","Carolina Panthers",-6,0,0,1
"5692",2021,6,"first","even","Chicago Bears",-10,0,0,1
"5693",2021,6,"first","even","Cleveland Browns",-23,0,0,1
"5694",2021,6,"first","even","Denver Broncos",-10,0,0,1
"5695",2021,6,"first","even","Detroit Lions",-23,0,0,1
"5696",2021,6,"first","even","Indianapolis Colts",28,1,0,0
"5697",2021,6,"first","even","Jacksonville Jaguars",3,1,0,0
"5698",2021,6,"first","even","New England Patriots",-6,0,0,1
"5699",2021,6,"first","even","New York Giants",-27,0,0,1
"5700",2021,6,"first","even","Pittsburgh Steelers",3,1,0,0
"5701",2021,6,"first","even","Washington Football Team",-18,0,0,1
"5702",2021,6,"first","even","Tennessee Titans",3,1,0,0
"5703",2021,7,"first","odd","Cleveland Browns",3,1,0,0
"5704",2021,7,"first","odd","Arizona Cardinals",26,1,0,0
"5705",2021,7,"first","odd","Baltimore Ravens",-24,0,0,1
"5706",2021,7,"first","odd","Green Bay Packers",14,1,0,0
"5707",2021,7,"first","odd","Las Vegas Raiders",11,1,0,0
"5708",2021,7,"first","odd","Los Angeles Rams",9,1,0,0
"5709",2021,7,"first","odd","Miami Dolphins",-2,0,0,1
"5710",2021,7,"first","odd","New England Patriots",41,1,0,0
"5711",2021,7,"first","odd","New York Giants",22,1,0,0
"5712",2021,7,"first","odd","San Francisco 49ers",-12,0,0,1
"5713",2021,7,"first","odd","Tampa Bay Buccaneers",35,1,0,0
"5714",2021,7,"first","odd","Tennessee Titans",24,1,0,0
"5715",2021,7,"first","odd","Seattle Seahawks",-3,0,0,1
"5716",2021,8,"first","even","Arizona Cardinals",-3,0,0,1
"5717",2021,8,"first","even","Atlanta Falcons",-6,0,0,1
"5718",2021,8,"first","even","Buffalo Bills",15,1,0,0
"5719",2021,8,"first","even","Chicago Bears",-11,0,0,1
"5720",2021,8,"first","even","Cleveland Browns",-5,0,0,1
"5721",2021,8,"first","even","Denver Broncos",7,1,0,0
"5722",2021,8,"first","even","Detroit Lions",-38,0,0,1
"5723",2021,8,"first","even","Houston Texans",-16,0,0,1
"5724",2021,8,"first","even","Indianapolis Colts",-3,0,0,1
"5725",2021,8,"first","even","Los Angeles Chargers",-3,0,0,1
"5726",2021,8,"first","even","Minnesota Vikings",-4,0,0,1
"5727",2021,8,"first","even","New Orleans Saints",9,1,0,0
"5728",2021,8,"first","even","New York Jets",3,1,0,0
"5729",2021,8,"first","even","Seattle Seahawks",24,1,0,0
"5730",2021,8,"first","even","Kansas City Chiefs",3,1,0,0
"5731",2021,9,"first","odd","Indianapolis Colts",15,1,0,0
"5732",2021,9,"first","odd","Baltimore Ravens",3,1,0,0
"5733",2021,9,"first","odd","Carolina Panthers",-18,0,0,1
"5734",2021,9,"first","odd","Cincinnati Bengals",-25,0,0,1
"5735",2021,9,"first","odd","Dallas Cowboys",-14,0,0,1
"5736",2021,9,"first","odd","Jacksonville Jaguars",3,1,0,0
"5737",2021,9,"first","odd","Kansas City Chiefs",6,1,0,0
"5738",2021,9,"first","odd","Los Angeles Rams",-12,0,0,1
"5739",2021,9,"first","odd","Miami Dolphins",8,1,0,0
"5740",2021,9,"first","odd","New Orleans Saints",-2,0,0,1
"5741",2021,9,"first","odd","New York Giants",7,1,0,0
"5742",2021,9,"first","odd","Philadelphia Eagles",-3,0,0,1
"5743",2021,9,"first","odd","San Francisco 49ers",-14,0,0,1
"5744",2021,9,"first","odd","Pittsburgh Steelers",2,1,0,0
"5745",2021,10,"second","even","Miami Dolphins",12,1,0,0
"5746",2021,10,"second","even","Arizona Cardinals",-24,0,0,1
"5747",2021,10,"second","even","Dallas Cowboys",40,1,0,0
"5748",2021,10,"second","even","Denver Broncos",-17,0,0,1
"5749",2021,10,"second","even","Green Bay Packers",17,1,0,0
"5750",2021,10,"second","even","Indianapolis Colts",6,1,0,0
"5751",2021,10,"second","even","Las Vegas Raiders",-27,0,0,1
"5752",2021,10,"second","even","Los Angeles Chargers",-7,0,0,1
"5753",2021,10,"second","even","New England Patriots",38,1,0,0
"5754",2021,10,"second","even","New York Jets",-28,0,0,1
"5755",2021,10,"second","even","Pittsburgh Steelers",0,0,1,0
"5756",2021,10,"second","even","Tennessee Titans",2,1,0,0
"5757",2021,10,"second","even","Washington Football Team",10,1,0,0
"5758",2021,10,"second","even","San Francisco 49ers",21,1,0,0
"5759",2021,11,"second","odd","Atlanta Falcons",-25,0,0,1
"5760",2021,11,"second","odd","Buffalo Bills",-26,0,0,1
"5761",2021,11,"second","odd","Carolina Panthers",-6,0,0,1
"5762",2021,11,"second","odd","Chicago Bears",-3,0,0,1
"5763",2021,11,"second","odd","Cleveland Browns",3,1,0,0
"5764",2021,11,"second","odd","Jacksonville Jaguars",-20,0,0,1
"5765",2021,11,"second","odd","Kansas City Chiefs",10,1,0,0
"5766",2021,11,"second","odd","Las Vegas Raiders",-19,0,0,1
"5767",2021,11,"second","odd","Los Angeles Chargers",4,1,0,0
"5768",2021,11,"second","odd","Minnesota Vikings",3,1,0,0
"5769",2021,11,"second","odd","New York Jets",-7,0,0,1
"5770",2021,11,"second","odd","Philadelphia Eagles",11,1,0,0
"5771",2021,11,"second","odd","Seattle Seahawks",-10,0,0,1
"5772",2021,11,"second","odd","Tennessee Titans",-9,0,0,1
"5773",2021,11,"second","odd","Tampa Bay Buccaneers",20,1,0,0
"5774",2021,12,"second","even","Dallas Cowboys",-3,0,0,1
"5775",2021,12,"second","even","Detroit Lions",-2,0,0,1
"5776",2021,12,"second","even","New Orleans Saints",-25,0,0,1
"5777",2021,12,"second","even","Baltimore Ravens",6,1,0,0
"5778",2021,12,"second","even","Cincinnati Bengals",31,1,0,0
"5779",2021,12,"second","even","Denver Broncos",15,1,0,0
"5780",2021,12,"second","even","Green Bay Packers",8,1,0,0
"5781",2021,12,"second","even","Houston Texans",-7,0,0,1
"5782",2021,12,"second","even","Indianapolis Colts",-7,0,0,1
"5783",2021,12,"second","even","Jacksonville Jaguars",-7,0,0,1
"5784",2021,12,"second","even","Miami Dolphins",23,1,0,0
"5785",2021,12,"second","even","New England Patriots",23,1,0,0
"5786",2021,12,"second","even","New York Giants",6,1,0,0
"5787",2021,12,"second","even","San Francisco 49ers",8,1,0,0
"5788",2021,12,"second","even","Washington Football Team",2,1,0,0
"5789",2021,13,"second","odd","New Orleans Saints",-10,0,0,1
"5790",2021,13,"second","odd","Atlanta Falcons",-13,0,0,1
"5791",2021,13,"second","odd","Chicago Bears",-11,0,0,1
"5792",2021,13,"second","odd","Cincinnati Bengals",-19,0,0,1
"5793",2021,13,"second","odd","Detroit Lions",2,1,0,0
"5794",2021,13,"second","odd","Houston Texans",-31,0,0,1
"5795",2021,13,"second","odd","Kansas City Chiefs",13,1,0,0
"5796",2021,13,"second","odd","Las Vegas Raiders",-2,0,0,1
"5797",2021,13,"second","odd","Los Angeles Rams",30,1,0,0
"5798",2021,13,"second","odd","Miami Dolphins",11,1,0,0
"5799",2021,13,"second","odd","New York Jets",-15,0,0,1
"5800",2021,13,"second","odd","Pittsburgh Steelers",1,1,0,0
"5801",2021,13,"second","odd","Seattle Seahawks",7,1,0,0
"5802",2021,13,"second","odd","Buffalo Bills",-4,0,0,1
"5803",2021,14,"second","even","Minnesota Vikings",8,1,0,0
"5804",2021,14,"second","even","Carolina Panthers",-8,0,0,1
"5805",2021,14,"second","even","Cincinnati Bengals",-3,0,0,1
"5806",2021,14,"second","even","Cleveland Browns",2,1,0,0
"5807",2021,14,"second","even","Denver Broncos",28,1,0,0
"5808",2021,14,"second","even","Green Bay Packers",15,1,0,0
"5809",2021,14,"second","even","Houston Texans",-20,0,0,1
"5810",2021,14,"second","even","Kansas City Chiefs",39,1,0,0
"5811",2021,14,"second","even","Los Angeles Chargers",16,1,0,0
"5812",2021,14,"second","even","New York Jets",-21,0,0,1
"5813",2021,14,"second","even","Tampa Bay Buccaneers",6,1,0,0
"5814",2021,14,"second","even","Tennessee Titans",20,1,0,0
"5815",2021,14,"second","even","Washington Football Team",-7,0,0,1
"5816",2021,14,"second","even","Arizona Cardinals",-7,0,0,1
"5817",2021,15,"second","odd","Los Angeles Chargers",-6,0,0,1
"5818",2021,15,"second","odd","Indianapolis Colts",10,1,0,0
"5819",2021,15,"second","odd","Baltimore Ravens",-1,0,0,1
"5820",2021,15,"second","odd","Buffalo Bills",17,1,0,0
"5821",2021,15,"second","odd","Denver Broncos",-5,0,0,1
"5822",2021,15,"second","odd","Detroit Lions",18,1,0,0
"5823",2021,15,"second","odd","Jacksonville Jaguars",-14,0,0,1
"5824",2021,15,"second","odd","Miami Dolphins",7,1,0,0
"5825",2021,15,"second","odd","New York Giants",-15,0,0,1
"5826",2021,15,"second","odd","Pittsburgh Steelers",6,1,0,0
"5827",2021,15,"second","odd","San Francisco 49ers",18,1,0,0
"5828",2021,15,"second","odd","Tampa Bay Buccaneers",-9,0,0,1
"5829",2021,15,"second","odd","Chicago Bears",-8,0,0,1
"5830",2021,15,"second","odd","Cleveland Browns",-2,0,0,1
"5831",2021,15,"second","odd","Los Angeles Rams",10,1,0,0
"5832",2021,15,"second","odd","Philadelphia Eagles",10,1,0,0
"5833",2021,16,"second","even","Tennessee Titans",3,1,0,0
"5834",2021,16,"second","even","Arizona Cardinals",-6,0,0,1
"5835",2021,16,"second","even","Green Bay Packers",2,1,0,0
